101,mundo,mundo,m,mu,mun,mund,mundo,,,
102,año,año,a,añ,año,,,,,
103,antes,antes,a,an,ant,ante,antes,,,
104,estado,estado,e,es,est,esta,estad,estado,,
105,contra,contra,c,co,con,cont,contr,contra,,
106,sino,sino,s,si,sin,sino,,,,
107,forma,forma,f,fo,for,form,forma,,,
108,caso,caso,c,ca,cas,caso,,,,
109,nada,nada,n,na,nad,nada,,,,
110,hacer,hacer,h,ha,hac,hace,hacer,,,
111,general,general,g,ge,gen,gene,gener,genera,general,
112,estaba,estaba,e,es,est,esta,estab,estaba,,
113,poco,poco,p,po,poc,poco,,,,
114,estos,estos,e,es,est,esto,estos,,,
115,presidente,presidente,p,pr,pre,pres,presi,presid,preside,presiden
116,mayor,mayor,m,ma,may,mayo,mayor,,,
117,ante,ante,a,an,ant,ante,,,,
118,unos,unos,u,un,uno,unos,,,,
119,les,les,l,le,les,,,,,
120,algo,algo,a,al,alg,algo,,,,
121,hacia,hacia,h,ha,hac,haci,hacia,,,
122,casa,casa,c,ca,cas,casa,,,,
123,ellos,ellos,e,el,ell,ello,ellos,,,
124,ayer,ayer,a,ay,aye,ayer,,,,
125,hecho,hecho,h,he,hec,hech,hecho,,,
126,primera,primera,p,pr,pri,prim,prime,primer,primera,
127,mucho,mucho,m,mu,muc,much,mucho,,,
128,mientras,mientras,m,mi,mie,mien,mient,mientr,mientra,mientras
129,ademas,además,a,ad,ade,adem,adema,ademas,,
130,quien,quien,q,qu,qui,quie,quien,,,
131,momento,momento,m,mo,mom,mome,momen,moment,momento,
132,millones,millones,m,mi,mil,mill,millo,millon,millone,millones
133,esto,esto,e,es,est,esto,,,,
134,españa,españa,e,es,esp,espa,españ,españa,,
135,hombre,hombre,h,ho,hom,homb,hombr,hombre,,
136,estan,están,e,es,est,esta,estan,,,
137,pues,pues,p,pu,pue,pues,,,,
138,hoy,hoy,h,ho,hoy,,,,,
139,lugar,lugar,l,lu,lug,luga,lugar,,,
140,madrid,madrid,m,ma,mad,madr,madri,madrid,,
141,nacional,nacional,n,na,nac,naci,nacio,nacion,naciona,nacional
142,trabajo,trabajo,t,tr,tra,trab,traba,trabaj,trabajo,
143,otras,otras,o,ot,otr,otra,otras,,,
144,mejor,mejor,m,me,mej,mejo,mejor,,,
145,nuevo,nuevo,n,nu,nue,nuev,nuevo,,,
146,decir,decir,d,de,dec,deci,decir,,,
147,algunos,algunos,a,al,alg,algu,algun,alguno,algunos,
148,entonces,entonces,e,en,ent,ento,enton,entonc,entonce,entonces
149,todas,todas,t,to,tod,toda,todas,,,
150,dias,días,d,di,dia,dias,,,,
151,debe,debe,d,de,deb,debe,,,,
152,politica,política,p,po,pol,poli,polit,politi,politic,politica
153,como,cómo,c,co,com,como,,,,
154,casi,casi,c,ca,cas,casi,,,,
155,toda,toda,t,to,tod,toda,,,,
157,luego,luego,l,lu,lue,lueg,luego,,,
158,pasado,pasado,p,pa,pas,pasa,pasad,pasado,,
159,primer,primer,p,pr,pri,prim,prime,primer,,
160,medio,medio,m,me,med,medi,medio,,,
162,estas,estas,e,es,est,esta,estas,,,
164,tenia,tenía,t,te,ten,teni,tenia,,,
165,nunca,nunca,n,nu,nun,nunc,nunca,,,
166,poder,poder,p,po,pod,pode,poder,,,
167,aqui,aquí,a,aq,aqu,aqui,,,,
168,ver,ver,v,ve,ver,,,,,
169,veces,veces,v,ve,vec,vece,veces,,,
170,embargo,embargo,e,em,emb,emba,embar,embarg,embargo,
171,partido,partido,p,pa,par,part,parti,partid,partido,
172,personas,personas,p,pe,per,pers,perso,person,persona,personas
173,grupo,grupo,g,gr,gru,grup,grupo,,,
174,cuenta,cuenta,c,cu,cue,cuen,cuent,cuenta,,
175,pueden,pueden,p,pu,pue,pued,puede,pueden,,
176,tienen,tienen,t,ti,tie,tien,tiene,tienen,,
177,misma,misma,m,mi,mis,mism,misma,,,
178,nueva,nueva,n,nu,nue,nuev,nueva,,,
179,cual,cual,c,cu,cua,cual,,,,
180,fueron,fueron,f,fu,fue,fuer,fuero,fueron,,
181,mujer,mujer,m,mu,muj,muje,mujer,,,
182,frente,frente,f,fr,fre,fren,frent,frente,,
183,jose,josé,j,jo,jos,jose,,,,
184,tras,tras,t,tr,tra,tras,,,,
185,cosas,cosas,c,co,cos,cosa,cosas,,,
187,ciudad,ciudad,c,ci,ciu,ciud,ciuda,ciudad,,
189,social,social,s,so,soc,soci,socia,social,,
190,manera,manera,m,ma,man,mane,maner,manera,,
191,tener,tener,t,te,ten,tene,tener,,,
192,sistema,sistema,s,si,sis,sist,siste,sistem,sistema,
193,sera,será,s,se,ser,sera,,,,
194,historia,historia,h,hi,his,hist,histo,histor,histori,historia
195,muchos,muchos,m,mu,muc,much,mucho,muchos,,
196,juan,juan,j,ju,jua,juan,,,,
197,tipo,tipo,t,ti,tip,tipo,,,,
198,cuatro,cuatro,c,cu,cua,cuat,cuatr,cuatro,,
199,dentro,dentro,d,de,den,dent,dentr,dentro,,
200,nuestro,nuestro,n,nu,nue,nues,nuest,nuestr,nuestro,
201,punto,punto,p,pu,pun,punt,punto,,,
202,dice,dice,d,di,dic,dice,,,,
203,ello,ello,e,el,ell,ello,,,,
204,cualquier,cualquier,c,cu,cua,cual,cualq,cualqu,cualqui,cualquie
205,noche,noche,n,no,noc,noch,noche,,,
206,aun,aún,a,au,aun,,,,,
207,agua,agua,a,ag,agu,agua,,,,
208,parece,parece,p,pa,par,pare,parec,parece,,
209,haber,haber,h,ha,hab,habe,haber,,,
210,situacion,situación,s,si,sit,situ,situa,situac,situaci,situacio
211,fuera,fuera,f,fu,fue,fuer,fuera,,,
212,bajo,bajo,b,ba,baj,bajo,,,,
213,grandes,grandes,g,gr,gra,gran,grand,grande,grandes,
214,nuestra,nuestra,n,nu,nue,nues,nuest,nuestr,nuestra,
215,ejemplo,ejemplo,e,ej,eje,ejem,ejemp,ejempl,ejemplo,
216,acuerdo,acuerdo,a,ac,acu,acue,acuer,acuerd,acuerdo,
217,habian,habían,h,ha,hab,habi,habia,habian,,
218,usted,usted,u,us,ust,uste,usted,,,
219,estados,estados,e,es,est,esta,estad,estado,estados,
220,hizo,hizo,h,hi,hiz,hizo,,,,
221,nadie,nadie,n,na,nad,nadi,nadie,,,
222,paises,países,p,pa,pai,pais,paise,paises,,
223,horas,horas,h,ho,hor,hora,horas,,,
224,posible,posible,p,po,pos,posi,posib,posibl,posible,
225,tarde,tarde,t,ta,tar,tard,tarde,,,
226,ley,ley,l,le,ley,,,,,
227,importante,importante,i,im,imp,impo,impor,import,importa,importan
228,guerra,guerra,g,gu,gue,guer,guerr,guerra,,
229,desarrollo,desarrollo,d,de,des,desa,desar,desarr,desarro,desarrol
230,proceso,proceso,p,pr,pro,proc,proce,proces,proceso,
231,realidad,realidad,r,re,rea,real,reali,realid,realida,realidad
232,sentido,sentido,s,se,sen,sent,senti,sentid,sentido,
233,lado,lado,l,la,lad,lado,,,,
234,mi,mí,m,mi,,,,,,
235,tu,tu,t,tu,,,,,,
236,cambio,cambio,c,ca,cam,camb,cambi,cambio,,
237,alli,allí,a,al,all,alli,,,,
238,mano,mano,m,ma,man,mano,,,,
239,eran,eran,e,er,era,eran,,,,
240,estar,estar,e,es,est,esta,estar,,,
242,numero,número,n,nu,num,nume,numer,numero,,
243,sociedad,sociedad,s,so,soc,soci,socie,socied,socieda,sociedad
244,unas,unas,u,un,una,unas,,,,
245,centro,centro,c,ce,cen,cent,centr,centro,,
246,padre,padre,p,pa,pad,padr,padre,,,
247,gente,gente,g,ge,gen,gent,gente,,,
248,final,final,f,fi,fin,fina,final,,,
249,relacion,relación,r,re,rel,rela,relac,relaci,relacio,relacion
250,cuerpo,cuerpo,c,cu,cue,cuer,cuerp,cuerpo,,
251,obra,obra,o,ob,obr,obra,,,,
252,incluso,incluso,i,in,inc,incl,inclu,inclus,incluso,
253,traves,través,t,tr,tra,trav,trave,traves,,
254,ultimo,último,u,ul,ult,ulti,ultim,,,
255,madre,madre,m,ma,mad,madr,madre,,,
256,mis,mis,m,mi,mis,,,,,
257,modo,modo,m,mo,mod,modo,,,,
258,problemas,problemas,p,pr,pro,prob,probl,proble,problem,problema
259,cinco,cinco,c,ci,cin,cinc,cinco,,,
260,carlos,carlos,c,ca,car,carl,carlo,carlos,,
261,hombres,hombres,h,ho,hom,homb,hombr,hombre,hombres,
262,informacion,información,i,in,inf,info,infor,inform,informa,informac
263,ojos,ojos,o,oj,ojo,ojos,,,,
264,muerte,muerte,m,mu,mue,muer,muert,muerte,,
265,nombre,nombre,n,no,nom,nomb,nombr,nombre,,
266,algunas,algunas,a,al,alg,algu,algun,alguna,algunas,
267,publico,público,p,pu,pub,publ,publi,public,publico,
268,mujeres,mujeres,m,mu,muj,muje,mujer,mujere,mujeres,
269,siglo,siglo,s,si,sig,sigl,siglo,,,
270,todavia,todavía,t,to,tod,toda,todav,todavi,todavia,
271,meses,meses,m,me,mes,mese,meses,,,
272,mañana,mañana,m,ma,mañ,maña,mañan,mañana,,
273,esos,esos,e,es,eso,esos,,,,
274,nosotros,nosotros,n,no,nos,noso,nosot,nosotr,nosotro,nosotros
275,hora,hora,h,ho,hor,hora,,,,
276,muchas,muchas,m,mu,muc,much,mucha,muchas,,
277,pueblo,pueblo,p,pu,pue,pueb,puebl,pueblo,,
278,alguna,alguna,a,al,alg,algu,algun,alguna,,
279,dar,dar,d,da,dar,,,,,
280,problema,problema,p,pr,pro,prob,probl,proble,problem,problema
281,don,don,d,do,don,,,,,
283,tu,tú,t,tu,,,,,,
284,derecho,derecho,d,de,der,dere,derec,derech,derecho,
285,verdad,verdad,v,ve,ver,verd,verda,verdad,,
286,maria,maría,m,ma,mar,mari,maria,,,
287,unidos,unidos,u,un,uni,unid,unido,unidos,,
288,podria,podría,p,po,pod,podr,podri,podria,,
289,seria,sería,s,se,ser,seri,seria,,,
290,junto,junto,j,ju,jun,junt,junto,,,
291,cabeza,cabeza,c,ca,cab,cabe,cabez,cabeza,,
292,aquel,aquel,a,aq,aqu,aque,aquel,,,
293,luis,luis,l,lu,lui,luis,,,,
294,cuanto,cuanto,c,cu,cua,cuan,cuant,cuanto,,
295,tierra,tierra,t,ti,tie,tier,tierr,tierra,,
296,equipo,equipo,e,eq,equ,equi,equip,equipo,,
297,segundo,segundo,s,se,seg,segu,segun,segund,segundo,
298,director,director,d,di,dir,dire,direc,direct,directo,director
299,dicho,dicho,d,di,dic,dich,dicho,,,
300,cierto,cierto,c,ci,cie,cier,ciert,cierto,,
301,casos,casos,c,ca,cas,caso,casos,,,
302,manos,manos,m,ma,man,mano,manos,,,
303,nivel,nivel,n,ni,niv,nive,nivel,,,
304,podia,podía,p,po,pod,podi,podia,,,
305,familia,familia,f,fa,fam,fami,famil,famili,familia,
306,largo,largo,l,la,lar,larg,largo,,,
307,partir,partir,p,pa,par,part,parti,partir,,
308,falta,falta,f,fa,fal,falt,falta,,,
309,llegar,llegar,l,ll,lle,lleg,llega,llegar,,
310,propio,propio,p,pr,pro,prop,propi,propio,,
311,ministro,ministro,m,mi,min,mini,minis,minist,ministr,ministro
312,cosa,cosa,c,co,cos,cosa,,,,
313,primero,primero,p,pr,pri,prim,prime,primer,primero,
314,seguridad,seguridad,s,se,seg,segu,segur,seguri,segurid,segurida
315,hemos,hemos,h,he,hem,hemo,hemos,,,
316,mal,mal,m,ma,mal,,,,,
317,trata,trata,t,tr,tra,trat,trata,,,
318,algun,algún,a,al,alg,algu,algun,,,
319,tuvo,tuvo,t,tu,tuv,tuvo,,,,
320,respecto,respecto,r,re,res,resp,respe,respec,respect,respecto
321,semana,semana,s,se,sem,sema,seman,semana,,
322,varios,varios,v,va,var,vari,vario,varios,,
323,real,real,r,re,rea,real,,,,
324,se,sé,s,se,,,,,,
325,voz,voz,v,vo,voz,,,,,
326,paso,paso,p,pa,pas,paso,,,,
327,señor,señor,s,se,señ,seño,señor,,,
329,quienes,quienes,q,qu,qui,quie,quien,quiene,quienes,
330,proyecto,proyecto,p,pr,pro,proy,proye,proyec,proyect,proyecto
331,mercado,mercado,m,me,mer,merc,merca,mercad,mercado,
332,mayoria,mayoría,m,ma,may,mayo,mayor,mayori,mayoria,
334,claro,claro,c,cl,cla,clar,claro,,,
336,este,éste,e,es,est,este,este,,,
337,pesetas,pesetas,p,pe,pes,pese,peset,peseta,pesetas,
338,orden,orden,o,or,ord,orde,orden,,,
339,español,español,e,es,esp,espa,españ,españo,español,
340,buena,buena,b,bu,bue,buen,buena,,,
341,quiere,quiere,q,qu,qui,quie,quier,quiere,,
342,aquella,aquella,a,aq,aqu,aque,aquel,aquell,aquella,
343,programa,programa,p,pr,pro,prog,progr,progra,program,programa
344,palabras,palabras,p,pa,pal,pala,palab,palabr,palabra,palabras
345,internacional,internacional,i,in,int,inte,inter,intern,interna,internac
346,van,van,v,va,van,,,,,
347,esas,esas,e,es,esa,esas,,,,
348,segunda,segunda,s,se,seg,segu,segun,segund,segunda,
349,empresa,empresa,e,em,emp,empr,empre,empres,empresa,
350,puesto,puesto,p,pu,pue,pues,puest,puesto,,
351,ahi,ahí,a,ah,ahi,,,,,
352,propia,propia,p,pr,pro,prop,propi,propia,,
354,libro,libro,l,li,lib,libr,libro,,,
355,igual,igual,i,ig,igu,igua,igual,,,
356,politico,político,p,po,pol,poli,polit,politi,politic,politico
357,persona,persona,p,pe,per,pers,perso,person,persona,
358,ultimos,últimos,u,ul,ult,ulti,ultim,ultimo,,
359,ellas,ellas,e,el,ell,ella,ellas,,,
360,total,total,t,to,tot,tota,total,,,
361,creo,creo,c,cr,cre,creo,,,,
362,tengo,tengo,t,te,ten,teng,tengo,,,
363,dios,dios,d,di,dio,dios,,,,
365,española,española,e,es,esp,espa,españ,españo,español,española
366,condiciones,condiciones,c,co,con,cond,condi,condic,condici,condicio
367,mexico,méxico,m,me,mex,mexi,mexic,mexico,,
368,fuerza,fuerza,f,fu,fue,fuer,fuerz,fuerza,,
369,solo,solo,s,so,sol,solo,,,,
370,unico,único,u,un,uni,unic,unico,,,
371,accion,acción,a,ac,acc,acci,accio,accion,,
372,amor,amor,a,am,amo,amor,,,,
373,policia,policía,p,po,pol,poli,polic,polici,policia,
374,puerta,puerta,p,pu,pue,puer,puert,puerta,,
375,pesar,pesar,p,pe,pes,pesa,pesar,,,
376,zona,zona,z,zo,zon,zona,,,,
377,sabe,sabe,s,sa,sab,sabe,,,,
378,calle,calle,c,ca,cal,call,calle,,,
379,interior,interior,i,in,int,inte,inter,interi,interio,interior
380,tampoco,tampoco,t,ta,tam,tamp,tampo,tampoc,tampoco,
381,musica,música,m,mu,mus,musi,music,musica,,
382,ningun,ningún,n,ni,nin,ning,ningu,ningun,,
383,vista,vista,v,vi,vis,vist,vista,,,
384,campo,campo,c,ca,cam,camp,campo,,,
385,buen,buen,b,bu,bue,buen,,,,
386,hubiera,hubiera,h,hu,hub,hubi,hubie,hubier,hubiera,
387,saber,saber,s,sa,sab,sabe,saber,,,
388,obras,obras,o,ob,obr,obra,obras,,,
389,razon,razón,r,ra,raz,razo,razon,,,
391,niños,niños,n,ni,niñ,niño,niños,,,
392,presencia,presencia,p,pr,pre,pres,prese,presen,presenc,presenci
393,tema,tema,t,te,tem,tema,,,,
394,dinero,dinero,d,di,din,dine,diner,dinero,,
395,comision,comisión,c,co,com,comi,comis,comisi,comisio,comision
396,antonio,antonio,a,an,ant,anto,anton,antoni,antonio,
397,servicio,servicio,s,se,ser,serv,servi,servic,servici,servicio
398,hijo,hijo,h,hi,hij,hijo,,,,
399,ultima,última,u,ul,ult,ulti,,,,
400,ciento,ciento,c,ci,cie,cien,cient,ciento,,
401,estoy,estoy,e,es,est,esto,estoy,,,
402,hablar,hablar,h,ha,hab,habl,habla,hablar,,
403,dio,dio,d,di,dio,,,,,
404,minutos,minutos,m,mi,min,minu,minut,minuto,minutos,
405,produccion,producción,p,pr,pro,prod,produ,produc,producc,producci
406,camino,camino,c,ca,cam,cami,camin,camino,,
407,seis,seis,s,se,sei,seis,,,,
408,quien,quién,q,qu,qui,quie,quien,,,
409,fondo,fondo,f,fo,fon,fond,fondo,,,
410,direccion,dirección,d,di,dir,dire,direc,direcc,direcci,direccio
411,papel,papel,p,pa,pap,pape,papel,,,
412,demas,demás,d,de,dem,dema,demas,,,
413,barcelona,barcelona,b,ba,bar,barc,barce,barcel,barcelo,barcelon
414,idea,idea,i,id,ide,idea,,,,
415,especial,especial,e,es,esp,espe,espec,especi,especia,especial
416,diferentes,diferentes,d,di,dif,dife,difer,difere,diferen,diferent
417,dado,dado,d,da,dad,dado,,,,
418,base,base,b,ba,bas,base,,,,
419,capital,capital,c,ca,cap,capi,capit,capita,capital,
420,ambos,ambos,a,am,amb,ambo,ambos,,,
421,europa,europa,e,eu,eur,euro,europ,europa,,
422,libertad,libertad,l,li,lib,libe,liber,libert,liberta,libertad
423,relaciones,relaciones,r,re,rel,rela,relac,relaci,relacio,relacion
424,espacio,espacio,e,es,esp,espa,espac,espaci,espacio,
425,medios,medios,m,me,med,medi,medio,medios,,
427,actual,actual,a,ac,act,actu,actua,actual,,
428,poblacion,población,p,po,pob,pobl,pobla,poblac,poblaci,poblacio
429,empresas,empresas,e,em,emp,empr,empre,empres,empresa,empresas
430,estudio,estudio,e,es,est,estu,estud,estudi,estudio,
431,salud,salud,s,sa,sal,salu,salud,,,
432,servicios,servicios,s,se,ser,serv,servi,servic,servici,servicio
433,haya,haya,h,ha,hay,haya,,,,
434,principio,principio,p,pr,pri,prin,princ,princi,princip,principi
435,siendo,siendo,s,si,sie,sien,siend,siendo,,
436,cultura,cultura,c,cu,cul,cult,cultu,cultur,cultura,
437,anterior,anterior,a,an,ant,ante,anter,anteri,anterio,anterior
438,alto,alto,a,al,alt,alto,,,,
439,media,media,m,me,med,medi,media,,,
440,mediante,mediante,m,me,med,medi,media,median,mediant,mediante
441,primeros,primeros,p,pr,pri,prim,prime,primer,primero,primeros
442,arte,arte,a,ar,art,arte,,,,
444,sector,sector,s,se,sec,sect,secto,sector,,
445,imagen,imagen,i,im,ima,imag,image,imagen,,
446,medida,medida,m,me,med,medi,medid,medida,,
447,deben,deben,d,de,deb,debe,deben,,,
448,datos,datos,d,da,dat,dato,datos,,,
449,consejo,consejo,c,co,con,cons,conse,consej,consejo,
450,personal,personal,p,pe,per,pers,perso,person,persona,personal
451,interes,interés,i,in,int,inte,inter,intere,interes,
452,julio,julio,j,ju,jul,juli,julio,,,
453,grupos,grupos,g,gr,gru,grup,grupo,grupos,,
454,miembros,miembros,m,mi,mie,miem,miemb,miembr,miembro,miembros
455,ninguna,ninguna,n,ni,nin,ning,ningu,ningun,ninguna,
456,existe,existe,e,ex,exi,exis,exist,existe,,
457,cara,cara,c,ca,car,cara,,,,
458,edad,edad,e,ed,eda,edad,,,,
460,movimiento,movimiento,m,mo,mov,movi,movim,movimi,movimie,movimien
461,visto,visto,v,vi,vis,vist,visto,,,
462,llego,llegó,l,ll,lle,lleg,llego,,,
463,puntos,puntos,p,pu,pun,punt,punto,puntos,,
464,actividad,actividad,a,ac,act,acti,activ,activi,activid,activida
465,bueno,bueno,b,bu,bue,buen,bueno,,,
466,uso,uso,u,us,uso,,,,,
467,niño,niño,n,ni,niñ,niño,,,,
468,dificil,difícil,d,di,dif,difi,dific,difici,dificil,
469,joven,joven,j,jo,jov,jove,joven,,,
470,futuro,futuro,f,fu,fut,futu,futur,futuro,,
471,aquellos,aquellos,a,aq,aqu,aque,aquel,aquell,aquello,aquellos
473,pronto,pronto,p,pr,pro,pron,pront,pronto,,
474,soy,soy,s,so,soy,,,,,
475,hacia,hacía,h,ha,hac,haci,hacia,,,
476,nuevos,nuevos,n,nu,nue,nuev,nuevo,nuevos,,
477,nuestros,nuestros,n,nu,nue,nues,nuest,nuestr,nuestro,nuestros
478,estaban,estaban,e,es,est,esta,estab,estaba,estaban,
479,posibilidad,posibilidad,p,po,pos,posi,posib,posibi,posibil,posibili
480,sigue,sigue,s,si,sig,sigu,sigue,,,
481,cerca,cerca,c,ce,cer,cerc,cerca,,,
482,resultados,resultados,r,re,res,resu,resul,result,resulta,resultad
483,educacion,educación,e,ed,edu,educ,educa,educac,educaci,educacio
484,atencion,atención,a,at,ate,aten,atenc,atenci,atencio,atencion
485,gonzalez,gonzález,g,go,gon,gonz,gonza,gonzal,gonzale,gonzalez
486,capacidad,capacidad,c,ca,cap,capa,capac,capaci,capacid,capacida
487,efecto,efecto,e,ef,efe,efec,efect,efecto,,
488,necesario,necesario,n,ne,nec,nece,neces,necesa,necesar,necesari
489,valor,valor,v,va,val,valo,valor,,,
490,aire,aire,a,ai,air,aire,,,,
491,investigacion,investigación,i,in,inv,inve,inves,invest,investi,investig
492,siguiente,siguiente,s,si,sig,sigu,sigui,siguie,siguien,siguient
493,figura,figura,f,fi,fig,figu,figur,figura,,
494,central,central,c,ce,cen,cent,centr,centra,central,
495,comunidad,comunidad,c,co,com,comu,comun,comuni,comunid,comunida
496,necesidad,necesidad,n,ne,nec,nece,neces,necesi,necesid,necesida
497,serie,serie,s,se,ser,seri,serie,,,
498,organizacion,organización,o,or,org,orga,organ,organi,organiz,organiza
499,nuevas,nuevas,n,nu,nue,nuev,nueva,nuevas,,
500,calidad,calidad,c,ca,cal,cali,calid,calida,calidad,
501,economia,economía,e,ec,eco,econ,econo,econom,economi,economia
502,caracter,carácter,c,ca,car,cara,carac,caract,caracte,caracter
503,jefe,jefe,j,je,jef,jefe,,,,
504,estamos,estamos,e,es,est,esta,estam,estamo,estamos,
505,prensa,prensa,p,pr,pre,pren,prens,prensa,,
506,control,control,c,co,con,cont,contr,contro,control,
507,sociales,sociales,s,so,soc,soci,socia,social,sociale,sociales
508,universidad,universidad,u,un,uni,univ,unive,univer,univers,universi
509,militar,militar,m,mi,mil,mili,milit,milita,militar,
510,cabo,cabo,c,ca,cab,cabo,,,,
511,diez,diez,d,di,die,diez,,,,
512,fuerzas,fuerzas,f,fu,fue,fuer,fuerz,fuerza,fuerzas,
513,congreso,congreso,c,co,con,cong,congr,congre,congres,congreso
514,esta,ésta,e,es,est,esta,,,,
515,hijos,hijos,h,hi,hij,hijo,hijos,,,
516,justicia,justicia,j,ju,jus,just,justi,justic,justici,justicia
517,mundial,mundial,m,mu,mun,mund,mundi,mundia,mundial,
518,dolares,dólares,d,do,dol,dola,dolar,dolare,dolares,
519,juego,juego,j,ju,jue,jueg,juego,,,
520,economica,económica,e,ec,eco,econ,econo,econom,economi,economic
521,politicos,políticos,p,po,pol,poli,polit,politi,politic,politico
522,duda,duda,d,du,dud,duda,,,,
523,recursos,recursos,r,re,rec,recu,recur,recurs,recurso,recursos
524,publica,pública,p,pu,pub,publ,publi,public,publica,
525,crisis,crisis,c,cr,cri,cris,crisi,crisis,,
526,proximo,próximo,p,pr,pro,prox,proxi,proxim,proximo,
527,tenemos,tenemos,t,te,ten,tene,tenem,tenemo,tenemos,
528,decision,decisión,d,de,dec,deci,decis,decisi,decisio,decision
529,varias,varias,v,va,var,vari,varia,varias,,
530,popular,popular,p,po,pop,popu,popul,popula,popular,
531,tenido,tenido,t,te,ten,teni,tenid,tenido,,
532,apenas,apenas,a,ap,ape,apen,apena,apenas,,
533,epoca,época,e,ep,epo,epoc,epoca,epoca,,
534,banco,banco,b,ba,ban,banc,banco,,,
535,presente,presente,p,pr,pre,pres,prese,presen,present,presente
536,menor,menor,m,me,men,meno,menor,,,
537,quiero,quiero,q,qu,qui,quie,quier,quiero,,
538,pasar,pasar,p,pa,pas,pasa,pasar,,,
539,resultado,resultado,r,re,res,resu,resul,result,resulta,resultad
540,television,televisión,t,te,tel,tele,telev,televi,televis,televisi
541,encuentra,encuentra,e,en,enc,encu,encue,encuen,encuent,encuentr
542,gracias,gracias,g,gr,gra,grac,graci,gracia,gracias,
543,ministerio,ministerio,m,mi,min,mini,minis,minist,ministe,minister
544,conjunto,conjunto,c,co,con,conj,conju,conjun,conjunt,conjunto
545,defensa,defensa,d,de,def,defe,defen,defens,defensa,
